episode, reward, reward_tard, reward_setup, SSPT, ATCS, MDD, COVERT,Avg_tardy,DDT,PT_var
330,-75.36,-98.31,-52.40,6,91,3,0,5.87,0.8,0.4
331,-69.99,-82.17,-57.80,11,78,7,4,2.80,1.1,0.5
332,-77.92,-98.44,-57.40,4,93,2,1,5.85,1.0,0.2
333,-72.37,-89.94,-54.80,1,93,4,2,3.00,1.2,0.1
334,-78.49,-99.77,-57.20,4,93,2,1,7.69,0.8,0.2
335,-74.77,-86.34,-63.20,14,75,8,3,1.81,1.1,0.4
336,-74.28,-95.96,-52.60,1,95,1,3,8.16,1.0,0.2
337,-76.54,-89.67,-63.40,15,76,7,2,0.66,1.0,0.4
338,-73.38,-96.35,-50.40,3,96,1,0,8.14,1.1,0.2
339,-74.98,-93.57,-56.40,4,91,3,2,6.72,1.1,0.2
340,-74.86,-99.92,-49.80,3,92,4,1,10.73,0.8,0.2
341,-74.46,-99.91,-49.00,1,95,3,1,8.45,0.8,0.2
342,-80.11,-99.82,-60.40,8,84,6,2,2.42,0.9,0.1
343,-73.82,-99.24,-48.40,3,97,0,0,10.19,1.0,0.3
344,-73.79,-96.77,-50.80,3,92,3,2,7.03,1.0,0.4
345,-73.60,-96.20,-51.00,6,89,3,2,7.47,1.0,0.2
346,-75.46,-98.73,-52.20,3,93,4,0,8.77,0.8,0.5
347,-77.25,-99.51,-55.00,6,88,4,2,6.26,0.8,0.3
348,-77.04,-96.48,-57.60,5,86,6,3,3.47,0.9,0.4
349,-73.77,-99.55,-48.00,3,95,1,1,6.09,0.8,0.3
350,-70.53,-89.87,-51.20,3,93,3,1,7.38,1.0,0.5
351,-77.29,-97.58,-57.00,9,84,5,2,1.96,1.0,0.1
352,-76.38,-92.76,-60.00,8,80,6,6,2.31,0.9,0.4
353,-74.43,-99.06,-49.80,6,90,4,0,7.79,1.0,0.2
354,-74.74,-97.67,-51.80,2,88,9,1,6.99,0.9,0.3
355,-72.48,-97.77,-47.20,1,96,3,0,12.36,1.0,0.5
356,-71.97,-85.53,-58.40,7,85,7,1,2.02,1.2,0.5
357,-70.59,-87.98,-53.20,7,89,1,3,3.19,1.1,0.3
358,-73.29,-97.77,-48.80,3,94,3,0,11.80,1.0,0.3
359,-78.44,-97.27,-59.60,7,89,4,0,1.53,0.8,0.4
360,-62.99,-70.39,-55.60,8,83,6,3,1.52,1.1,0.5
361,-75.43,-98.66,-52.20,4,91,5,0,5.14,1.0,0.2
362,-70.61,-85.02,-56.20,4,87,6,3,5.29,1.1,0.4
363,-78.17,-96.13,-60.20,5,85,6,4,3.28,0.9,0.3
364,-76.09,-89.78,-62.40,11,82,6,1,2.21,1.1,0.2
365,-72.24,-88.28,-56.20,5,93,2,0,4.49,1.2,0.3
366,-71.50,-83.80,-59.20,4,89,5,2,3.41,1.2,0.4
367,-73.61,-92.62,-54.60,5,91,4,0,2.19,1.1,0.3
368,-71.79,-90.58,-53.00,2,92,5,1,7.12,1.2,0.3
369,-73.36,-88.72,-58.00,11,75,11,3,2.51,1.0,0.5
370,-75.92,-97.04,-54.80,5,89,6,0,3.74,1.0,0.2
371,-71.39,-88.19,-54.60,3,93,3,1,6.77,1.2,0.2
372,-73.31,-96.02,-50.60,3,92,4,1,5.43,1.0,0.5
373,-76.46,-96.92,-56.00,4,92,3,1,7.50,0.8,0.4
374,-70.48,-90.36,-50.60,5,90,4,1,7.99,1.1,0.4
375,-73.11,-98.41,-47.80,6,93,0,1,9.71,1.0,0.1
376,-73.98,-99.56,-48.40,4,92,4,0,10.60,0.9,0.2
377,-69.16,-87.72,-50.60,1,94,3,2,12.69,1.2,0.4
378,-71.28,-91.36,-51.20,5,87,6,2,4.80,1.1,0.5
379,-74.94,-96.88,-53.00,2,96,1,1,7.03,0.9,0.4
380,-75.31,-95.42,-55.20,2,97,0,1,5.24,1.1,0.1
381,-67.70,-83.40,-52.00,8,86,3,3,7.62,1.1,0.4
382,-76.91,-95.82,-58.00,9,87,3,1,3.28,1.1,0.1
383,-71.12,-95.04,-47.20,4,92,3,1,10.15,1.1,0.2
384,-78.77,-93.34,-64.20,12,79,5,4,2.03,1.1,0.3
385,-73.50,-98.40,-48.60,6,88,3,3,13.50,0.9,0.3
386,-77.88,-95.56,-60.20,10,79,5,6,2.83,1.0,0.4
387,-71.93,-96.26,-47.60,4,94,1,1,10.40,1.1,0.3
388,-70.72,-88.24,-53.20,2,92,5,1,9.18,1.2,0.3
389,-69.93,-88.66,-51.20,7,87,5,1,4.86,1.1,0.4
390,-73.62,-96.05,-51.20,6,90,3,1,8.28,0.9,0.4
391,-81.07,-96.55,-65.60,7,79,10,4,0.62,1.0,0.2
392,-76.84,-99.08,-54.60,8,88,4,0,5.94,0.9,0.2
393,-78.77,-99.73,-57.80,3,87,7,3,4.40,0.9,0.3
394,-76.71,-99.81,-53.60,3,92,3,2,10.84,0.8,0.4
395,-76.12,-99.64,-52.60,2,91,5,2,11.13,0.8,0.3
396,-74.38,-96.56,-52.20,6,89,4,1,5.88,0.9,0.5
397,-75.39,-98.19,-52.60,5,87,7,1,6.48,0.9,0.3
398,-81.31,-93.81,-68.80,8,78,11,3,1.20,1.0,0.3
399,-81.22,-99.03,-63.40,8,86,6,0,3.66,1.0,0.1
400,-78.70,-90.41,-67.00,15,74,7,4,1.19,1.1,0.2
401,-71.67,-88.73,-54.60,7,87,5,1,6.19,1.1,0.4
402,-74.00,-99.61,-48.40,4,89,4,3,5.88,0.9,0.1
403,-72.48,-96.16,-48.80,4,96,0,0,8.12,1.1,0.1
404,-78.50,-99.00,-58.00,3,88,6,3,4.41,0.9,0.4
405,-77.34,-89.49,-65.20,6,84,8,2,1.69,1.0,0.4
406,-71.63,-93.07,-50.20,1,96,3,0,9.94,1.2,0.3
407,-74.60,-94.20,-55.00,3,89,5,3,5.07,1.0,0.5
408,-78.18,-98.15,-58.20,8,85,5,2,2.38,0.9,0.4
409,-75.52,-99.65,-51.40,2,95,1,2,8.82,0.9,0.1
410,-72.21,-90.82,-53.60,4,93,3,0,7.06,1.1,0.2
411,-76.92,-98.84,-55.00,6,86,6,2,4.75,1.0,0.1
412,-70.06,-87.53,-52.60,8,86,3,3,7.37,1.1,0.4
413,-76.95,-98.89,-55.00,8,84,7,1,4.16,1.0,0.1
414,-76.43,-99.65,-53.20,2,92,5,1,5.59,0.9,0.1
415,-74.49,-94.37,-54.60,3,86,9,2,8.63,1.1,0.2
416,-74.01,-99.21,-48.80,2,93,4,1,9.42,1.0,0.1
417,-73.51,-94.63,-52.40,3,88,8,1,7.83,1.0,0.3
418,-74.00,-91.60,-56.40,6,89,5,0,5.54,1.1,0.3
419,-73.84,-92.09,-55.60,4,87,9,0,3.82,1.0,0.4
420,-74.70,-97.79,-51.60,2,91,4,3,7.56,0.9,0.5
421,-70.62,-85.44,-55.80,7,88,4,1,5.99,1.1,0.4
422,-71.35,-92.30,-50.40,7,90,2,1,11.56,1.2,0.1
423,-80.75,-99.90,-61.60,12,73,10,5,2.15,0.8,0.2
424,-74.28,-94.76,-53.80,6,89,4,1,5.18,1.1,0.2
425,-76.49,-90.39,-62.60,11,81,6,2,1.80,1.1,0.3
426,-81.64,-99.47,-63.80,12,78,9,1,2.76,0.8,0.3
427,-74.29,-90.98,-57.60,9,85,6,0,5.43,1.0,0.4
428,-76.96,-95.92,-58.00,16,76,6,2,2.05,1.1,0.2
429,-74.52,-97.04,-52.00,8,84,8,0,7.14,1.0,0.2
430,-76.55,-99.89,-53.20,14,79,6,1,5.94,0.8,0.2
431,-75.33,-99.86,-50.80,8,88,4,0,5.55,0.8,0.2
432,-72.26,-94.53,-50.00,3,91,6,0,10.40,1.0,0.4
433,-75.10,-95.39,-54.80,4,87,6,3,5.89,1.0,0.3
434,-73.62,-95.83,-51.40,4,90,5,1,8.30,0.9,0.4
435,-73.09,-95.78,-50.40,4,89,6,1,10.30,1.1,0.1
436,-79.90,-99.80,-60.00,12,74,8,6,3.19,0.9,0.1
437,-72.15,-93.90,-50.40,6,84,10,0,9.01,1.1,0.3
438,-74.90,-96.19,-53.60,7,88,4,1,4.57,1.1,0.2
439,-79.95,-97.10,-62.80,15,74,7,4,3.98,1.0,0.5
440,-72.38,-91.76,-53.00,3,83,12,2,4.40,1.1,0.2
441,-73.14,-97.89,-48.40,1,93,4,2,16.46,0.9,0.5
442,-73.43,-85.86,-61.00,8,82,8,2,1.96,1.1,0.5
443,-71.89,-92.19,-51.60,4,96,0,0,11.14,1.1,0.3
444,-81.65,-98.51,-64.80,13,77,8,2,0.78,0.9,0.4
445,-75.09,-96.18,-54.00,7,87,6,0,6.13,1.1,0.2
446,-73.41,-96.21,-50.60,9,89,1,1,5.42,1.1,0.2
447,-75.80,-97.19,-54.40,11,82,7,0,7.19,0.9,0.4
448,-76.53,-99.86,-53.20,13,79,6,2,4.63,0.8,0.2
449,-76.40,-99.00,-53.80,4,87,6,3,9.54,1.0,0.2
450,-77.62,-98.24,-57.00,12,77,11,0,3.28,0.9,0.3
451,-80.14,-99.09,-61.20,12,68,15,5,1.56,0.9,0.4
452,-74.59,-97.39,-51.80,3,97,0,0,7.06,1.0,0.3
453,-82.94,-98.69,-67.20,11,66,17,6,0.49,0.9,0.2
454,-76.73,-98.66,-54.80,5,87,5,3,5.17,1.0,0.2
455,-76.33,-92.25,-60.40,7,81,8,4,1.38,1.0,0.3
456,-76.01,-95.61,-56.40,4,88,8,0,4.35,1.0,0.3
457,-78.21,-97.23,-59.20,5,83,7,5,1.39,0.9,0.2
458,-75.39,-94.37,-56.40,4,90,4,2,5.74,1.0,0.2
459,-76.02,-98.63,-53.40,5,89,5,1,6.89,1.0,0.2
460,-75.09,-99.58,-50.60,3,92,4,1,5.88,0.8,0.3
461,-79.88,-94.15,-65.60,8,83,5,4,3.69,1.2,0.2
462,-67.74,-85.29,-50.20,2,91,7,0,6.22,1.1,0.4
463,-74.19,-97.18,-51.20,0,92,5,3,7.08,1.1,0.3
464,-81.69,-98.78,-64.60,9,84,7,0,2.21,1.0,0.2
465,-77.13,-88.25,-66.00,9,84,5,2,0.90,1.1,0.2
466,-72.58,-87.76,-57.40,4,89,5,2,2.02,1.2,0.3
467,-73.00,-91.00,-55.00,5,91,3,1,4.35,1.0,0.3
468,-70.97,-92.73,-49.20,0,97,2,1,11.73,0.9,0.5
469,-75.44,-93.88,-57.00,7,92,0,1,5.13,1.0,0.3
470,-74.54,-98.49,-50.60,4,93,2,1,10.86,0.8,0.4
471,-73.20,-94.59,-51.80,5,93,2,0,6.95,1.0,0.4
472,-72.68,-93.96,-51.40,5,92,2,1,5.86,1.2,0.1
473,-72.27,-95.73,-48.80,7,90,3,0,6.14,0.9,0.5
474,-70.84,-93.87,-47.80,2,97,1,0,7.66,1.0,0.3
475,-74.42,-98.44,-50.40,3,95,2,0,12.03,1.1,0.1
476,-71.43,-90.06,-52.80,5,93,2,0,8.89,1.1,0.4
477,-73.06,-94.73,-51.40,3,94,3,0,6.35,1.1,0.4
478,-72.96,-91.13,-54.80,10,89,1,0,3.37,1.0,0.5
479,-71.37,-90.15,-52.60,6,88,6,0,4.84,1.1,0.5
480,-76.99,-94.57,-59.40,6,88,5,1,2.57,0.9,0.5
481,-71.84,-95.08,-48.60,1,98,1,0,12.70,1.1,0.3
482,-72.45,-92.30,-52.60,4,94,2,0,5.50,1.1,0.3
483,-70.49,-87.39,-53.60,2,90,5,3,5.75,1.2,0.2
484,-75.02,-99.23,-50.80,1,98,1,0,6.78,0.9,0.4
485,-75.53,-96.65,-54.40,8,89,2,1,3.18,1.0,0.1
486,-72.77,-92.55,-53.00,5,93,1,1,4.21,1.0,0.4
487,-72.74,-97.89,-47.60,2,95,2,1,12.87,1.1,0.1
488,-73.48,-87.77,-59.20,8,89,3,0,1.68,1.2,0.2
489,-71.95,-92.10,-51.80,2,94,3,1,5.04,1.1,0.5
490,-71.43,-86.06,-56.80,6,91,3,0,3.23,1.2,0.5
491,-71.06,-89.31,-52.80,1,96,2,1,6.99,1.2,0.5
492,-72.68,-93.56,-51.80,5,94,0,1,8.01,1.1,0.4
493,-70.36,-86.12,-54.60,7,90,3,0,6.29,1.2,0.2
494,-77.27,-94.54,-60.00,3,92,3,2,4.73,1.0,0.3
495,-76.30,-88.60,-64.00,8,82,9,1,1.70,1.1,0.2
496,-69.71,-92.22,-47.20,2,97,1,0,13.27,1.2,0.4
497,-72.38,-92.56,-52.20,2,95,3,0,3.36,1.1,0.2
498,-73.08,-93.37,-52.80,4,91,5,0,3.74,1.1,0.4
499,-74.63,-97.05,-52.20,2,97,1,0,5.45,1.0,0.4
500,-73.91,-99.62,-48.20,3,96,1,0,5.86,0.9,0.3
501,-69.92,-91.45,-48.40,2,97,1,0,7.62,1.2,0.1
502,-71.66,-92.53,-50.80,1,98,1,0,6.81,1.1,0.3
503,-77.36,-99.72,-55.00,2,89,8,1,2.99,0.8,0.2
504,-71.72,-83.24,-60.20,6,91,2,1,0.86,1.1,0.4
505,-81.14,-98.08,-64.20,3,93,4,0,1.58,1.0,0.1
506,-75.20,-95.59,-54.80,0,100,0,0,8.86,1.0,0.2
507,-74.42,-96.24,-52.60,4,96,0,0,10.30,1.0,0.4
508,-68.64,-87.89,-49.40,1,99,0,0,8.72,1.2,0.4
509,-75.33,-98.86,-51.80,1,99,0,0,9.69,0.9,0.3
510,-73.09,-95.77,-50.40,2,96,1,1,8.41,1.1,0.2
511,-73.22,-88.24,-58.20,3,97,0,0,3.39,1.0,0.5
512,-74.25,-92.50,-56.00,3,97,0,0,8.50,1.1,0.3
513,-66.38,-78.15,-54.60,1,98,1,0,5.00,1.2,0.5
514,-75.29,-99.78,-50.80,2,98,0,0,9.51,0.8,0.4
515,-73.01,-98.81,-47.20,2,98,0,0,10.70,0.9,0.4
516,-78.89,-99.37,-58.40,2,96,1,1,2.92,0.8,0.4
517,-75.33,-99.87,-50.80,1,98,1,0,10.68,0.9,0.1
518,-74.69,-88.98,-60.40,7,91,2,0,1.29,1.1,0.5
519,-76.17,-94.95,-57.40,7,92,0,1,2.52,1.0,0.4
520,-76.53,-94.26,-58.80,4,94,2,0,2.16,1.0,0.3
521,-77.20,-97.80,-56.60,2,96,0,2,2.26,1.1,0.2
522,-72.24,-93.28,-51.20,3,96,1,0,6.80,1.0,0.5
523,-75.99,-99.59,-52.40,2,97,1,0,10.22,0.9,0.4
524,-72.51,-92.03,-53.00,2,96,1,1,9.26,1.0,0.5
525,-75.65,-98.90,-52.40,2,95,2,1,8.06,0.8,0.3
526,-77.82,-99.43,-56.20,3,96,1,0,3.02,0.9,0.3
527,-73.71,-94.42,-53.00,1,97,2,0,6.26,1.1,0.2
528,-78.11,-99.41,-56.80,4,91,5,0,4.11,0.9,0.2
529,-72.87,-93.74,-52.00,4,93,3,0,2.90,0.9,0.5
530,-70.53,-91.26,-49.80,1,96,1,2,6.84,1.1,0.3
531,-70.76,-92.52,-49.00,0,99,1,0,8.03,1.1,0.4
532,-74.51,-92.02,-57.00,3,95,2,0,2.12,1.1,0.4
533,-74.21,-94.43,-54.00,1,97,2,0,5.78,1.0,0.4
534,-79.25,-96.30,-62.20,2,95,3,0,2.05,1.0,0.4
535,-70.25,-87.69,-52.80,0,99,1,0,5.98,1.2,0.5
536,-75.43,-98.26,-52.60,0,98,2,0,4.17,1.0,0.3
537,-73.90,-95.01,-52.80,1,98,1,0,5.92,1.1,0.4
538,-77.34,-97.07,-57.60,2,95,3,0,2.26,0.9,0.3
539,-79.02,-98.63,-59.40,1,94,5,0,1.95,0.9,0.4
540,-73.06,-94.33,-51.80,1,97,2,0,5.09,0.9,0.4
541,-72.93,-96.46,-49.40,1,98,1,0,9.41,1.1,0.1
542,-73.99,-97.98,-50.00,2,97,1,0,6.14,1.0,0.2
543,-75.59,-97.19,-54.00,2,97,1,0,6.00,0.8,0.5
544,-74.33,-98.47,-50.20,0,100,0,0,9.47,1.0,0.2
545,-77.08,-97.17,-57.00,1,99,0,0,5.30,1.0,0.2
546,-78.23,-98.47,-58.00,1,97,1,1,3.18,1.0,0.2
547,-71.86,-91.73,-52.00,0,99,1,0,8.23,1.2,0.3
548,-73.96,-95.12,-52.80,2,96,2,0,8.67,1.0,0.4
549,-75.98,-96.17,-55.80,1,98,1,0,6.36,1.0,0.4
550,-74.78,-99.17,-50.40,3,96,1,0,5.40,0.9,0.2
551,-78.67,-96.13,-61.20,0,100,0,0,2.94,1.0,0.2
552,-80.26,-96.31,-64.20,1,96,2,1,1.80,0.9,0.4
553,-75.74,-92.68,-58.80,0,97,3,0,1.43,1.0,0.4
554,-73.53,-97.65,-49.40,0,100,0,0,9.36,1.1,0.2
555,-75.56,-98.12,-53.00,1,98,1,0,5.35,0.9,0.3
556,-71.08,-88.96,-53.20,1,98,1,0,7.93,1.2,0.2
557,-69.73,-88.45,-51.00,0,100,0,0,3.75,1.2,0.3
558,-67.67,-85.34,-50.00,0,100,0,0,4.31,1.2,0.5
559,-77.53,-98.66,-56.40,0,99,1,0,2.71,0.8,0.4
560,-77.60,-92.81,-62.40,3,96,1,0,0.48,1.1,0.2
561,-67.62,-86.83,-48.40,0,99,1,0,7.16,1.2,0.4
562,-71.64,-89.89,-53.40,1,99,0,0,5.29,1.2,0.4
563,-73.14,-87.48,-58.80,3,97,0,0,2.68,1.1,0.4
564,-77.08,-98.15,-56.00,2,98,0,0,7.50,0.8,0.4
565,-73.16,-94.12,-52.20,1,98,0,1,6.81,1.1,0.3
566,-74.53,-91.25,-57.80,0,99,1,0,2.19,1.0,0.3
567,-79.75,-97.50,-62.00,5,93,2,0,0.94,1.0,0.2
568,-75.51,-97.22,-53.80,0,100,0,0,4.56,0.9,0.5
569,-75.87,-97.74,-54.00,0,100,0,0,5.11,0.9,0.4
570,-77.48,-99.56,-55.40,1,96,3,0,4.28,1.0,0.1
571,-69.28,-87.16,-51.40,0,100,0,0,6.43,1.2,0.4
572,-76.70,-93.61,-59.80,1,99,0,0,3.14,1.0,0.2
573,-75.86,-99.91,-51.80,0,100,0,0,8.05,0.9,0.1
574,-76.06,-98.32,-53.80,1,99,0,0,3.25,1.0,0.1
575,-75.08,-95.95,-54.20,2,97,1,0,3.91,0.9,0.4
576,-73.26,-96.92,-49.60,0,100,0,0,6.53,1.0,0.3
577,-69.96,-85.11,-54.80,0,100,0,0,3.26,1.2,0.2
578,-76.81,-94.61,-59.00,3,97,0,0,5.18,0.9,0.5
579,-73.77,-97.75,-49.80,0,100,0,0,6.88,1.1,0.1
580,-73.12,-96.64,-49.60,0,99,1,0,8.33,1.0,0.4
581,-76.96,-94.12,-59.80,0,99,1,0,5.37,1.1,0.2
582,-75.40,-99.79,-51.00,1,99,0,0,4.09,0.9,0.2
583,-71.99,-87.19,-56.80,0,100,0,0,2.47,1.2,0.3
584,-74.39,-95.98,-52.80,0,99,1,0,11.74,0.8,0.5
585,-73.67,-89.74,-57.60,1,99,0,0,2.25,1.0,0.4
586,-79.78,-99.16,-60.40,0,100,0,0,1.66,0.9,0.2
587,-75.80,-99.40,-52.20,0,99,1,0,7.14,0.9,0.2
588,-74.38,-95.96,-52.80,0,100,0,0,7.23,0.9,0.4
589,-74.37,-98.33,-50.40,0,100,0,0,7.74,1.0,0.2
590,-72.74,-97.68,-47.80,0,99,1,0,10.18,1.1,0.1
591,-78.12,-97.63,-58.60,0,99,1,0,2.99,1.0,0.2
592,-73.32,-96.25,-50.40,0,100,0,0,8.48,1.1,0.3
593,-75.57,-99.34,-51.80,0,99,1,0,8.00,1.0,0.3
594,-73.93,-97.06,-50.80,0,100,0,0,8.60,1.0,0.3
595,-77.71,-96.03,-59.40,2,97,1,0,3.38,1.1,0.1
596,-77.34,-99.88,-54.80,1,98,1,0,7.00,0.8,0.1
597,-70.85,-85.90,-55.80,0,100,0,0,4.32,1.2,0.4
598,-75.68,-99.37,-52.00,0,98,2,0,5.97,0.9,0.3
599,-78.79,-98.58,-59.00,0,97,3,0,1.95,0.9,0.2
600,-75.00,-98.80,-51.20,0,100,0,0,4.36,0.9,0.3
601,-76.03,-99.65,-52.40,1,99,0,0,6.09,0.8,0.4
602,-79.02,-99.84,-58.20,0,99,0,1,2.68,0.9,0.1
603,-78.29,-98.97,-57.60,0,100,0,0,8.09,0.9,0.2
604,-77.59,-99.77,-55.40,1,99,0,0,10.57,0.9,0.2
605,-73.26,-85.72,-60.80,1,99,0,0,2.16,1.0,0.5
606,-78.99,-98.38,-59.60,0,100,0,0,2.44,0.9,0.3
607,-76.22,-99.84,-52.60,0,100,0,0,6.78,0.8,0.3
608,-70.98,-90.35,-51.60,0,99,1,0,3.64,1.1,0.5
609,-82.42,-98.04,-66.80,0,100,0,0,0.39,1.0,0.1
610,-75.77,-97.94,-53.60,0,100,0,0,5.89,1.1,0.1
611,-72.47,-95.54,-49.40,0,100,0,0,11.32,1.1,0.5
612,-74.14,-91.28,-57.00,0,98,1,1,1.16,1.1,0.4
613,-70.21,-86.22,-54.20,0,100,0,0,4.17,1.2,0.5
614,-74.79,-99.77,-49.80,1,99,0,0,11.31,0.8,0.2
615,-73.42,-97.43,-49.40,0,100,0,0,12.69,0.9,0.4
616,-75.63,-99.87,-51.40,0,99,1,0,6.18,0.9,0.3
617,-73.76,-91.32,-56.20,2,98,0,0,3.61,1.0,0.4
618,-75.33,-98.65,-52.00,1,99,0,0,6.46,0.9,0.5
619,-74.81,-99.22,-50.40,0,100,0,0,7.92,0.9,0.4
620,-74.27,-97.14,-51.40,0,100,0,0,5.97,1.1,0.2
621,-71.17,-87.14,-55.20,1,97,2,0,4.06,1.1,0.5
622,-74.79,-98.59,-51.00,0,100,0,0,9.42,1.0,0.2
623,-71.67,-93.93,-49.40,0,100,0,0,5.07,1.1,0.2
624,-75.51,-93.02,-58.00,0,100,0,0,3.84,1.1,0.3
625,-73.94,-95.48,-52.40,1,99,0,0,8.91,1.1,0.4
626,-72.52,-94.24,-50.80,0,100,0,0,7.90,1.2,0.1
627,-72.42,-91.25,-53.60,0,100,0,0,4.90,1.1,0.4
628,-70.69,-87.38,-54.00,0,100,0,0,8.47,1.1,0.4
629,-76.97,-94.74,-59.20,0,100,0,0,3.14,1.0,0.3
630,-75.46,-97.53,-53.40,0,98,2,0,3.08,1.0,0.2
631,-75.43,-97.86,-53.00,0,99,1,0,3.24,0.9,0.3
632,-75.56,-96.12,-55.00,0,99,1,0,2.47,1.1,0.1
633,-70.77,-91.94,-49.60,0,99,1,0,5.62,1.1,0.3
634,-75.45,-94.71,-56.20,1,99,0,0,1.95,1.1,0.4
635,-83.06,-96.92,-69.20,0,99,1,0,0.31,1.0,0.2
636,-79.31,-97.82,-60.80,1,99,0,0,2.66,0.9,0.4
637,-69.80,-86.20,-53.40,0,100,0,0,6.92,1.1,0.5
638,-77.42,-99.84,-55.00,0,100,0,0,3.55,0.8,0.3
639,-75.81,-99.82,-51.80,0,100,0,0,6.41,0.9,0.1
640,-75.32,-91.65,-59.00,0,100,0,0,4.39,1.1,0.1
641,-75.81,-98.22,-53.40,0,100,0,0,5.77,0.9,0.3
642,-72.92,-99.23,-46.60,0,100,0,0,12.53,1.0,0.1
643,-72.31,-98.23,-46.40,0,100,0,0,10.35,1.0,0.2
644,-77.98,-98.15,-57.80,0,100,0,0,6.40,1.0,0.2
645,-78.67,-96.94,-60.40,0,100,0,0,1.17,0.9,0.4
646,-73.41,-94.62,-52.20,0,100,0,0,2.66,1.1,0.1
647,-75.27,-98.35,-52.20,0,100,0,0,6.91,1.0,0.1
648,-73.74,-91.68,-55.80,0,99,1,0,4.29,1.1,0.2
649,-77.97,-98.54,-57.40,0,99,1,0,5.46,1.0,0.2
650,-74.10,-96.40,-51.80,0,100,0,0,6.09,1.1,0.1
651,-70.66,-90.52,-50.80,0,100,0,0,8.01,1.2,0.4
652,-76.41,-99.63,-53.20,0,100,0,0,6.05,0.8,0.2
653,-76.21,-96.62,-55.80,0,100,0,0,5.06,1.0,0.3
654,-76.42,-97.83,-55.00,0,100,0,0,4.51,0.9,0.3
655,-79.06,-98.73,-59.40,0,100,0,0,4.73,0.9,0.2
656,-70.69,-93.18,-48.20,0,100,0,0,6.78,1.1,0.1
657,-78.81,-98.82,-58.80,0,99,0,1,6.29,0.8,0.4
658,-75.49,-92.98,-58.00,1,99,0,0,4.64,1.0,0.4
659,-78.20,-99.80,-56.60,0,98,2,0,2.98,0.8,0.2
660,-72.80,-98.79,-46.80,0,100,0,0,12.62,0.8,0.5
661,-73.03,-94.26,-51.80,0,100,0,0,3.95,1.2,0.1
662,-70.41,-91.43,-49.40,0,100,0,0,5.00,1.2,0.5
663,-81.76,-99.93,-63.60,0,100,0,0,2.23,0.8,0.1
664,-72.47,-92.53,-52.40,0,100,0,0,8.71,1.2,0.2
665,-74.39,-98.57,-50.20,0,99,0,1,3.71,1.0,0.1
