episode, reward, reward_tard, reward_setup, SSPT, ATCS, MDD, COVERT,Avg_tardy,DDT,PT_var
666,-73.68,-98.16,-49.20,0,100,0,0,9.41,0.9,0.4
667,-73.57,-99.74,-47.40,0,100,0,0,9.37,0.9,0.1
668,-71.52,-93.03,-50.00,0,100,0,0,3.94,1.1,0.1
669,-76.35,-96.90,-55.80,0,100,0,0,5.63,0.8,0.4
670,-73.28,-95.56,-51.00,0,100,0,0,3.52,1.1,0.2
671,-77.32,-94.85,-59.80,0,100,0,0,3.10,1.1,0.1
672,-72.37,-93.73,-51.00,0,100,0,0,5.08,1.1,0.4
673,-78.90,-99.80,-58.00,0,99,1,0,3.12,0.8,0.1
674,-74.33,-93.46,-55.20,0,100,0,0,3.23,1.0,0.3
675,-73.05,-90.10,-56.00,0,100,0,0,3.55,1.2,0.4
676,-79.47,-97.93,-61.00,0,99,1,0,2.14,1.0,0.1
677,-74.39,-98.79,-50.00,0,100,0,0,4.81,0.8,0.3
678,-71.04,-82.67,-59.40,0,99,1,0,6.27,1.1,0.5
679,-72.32,-95.25,-49.40,0,100,0,0,8.36,1.1,0.2
680,-76.05,-99.51,-52.60,0,99,0,1,4.80,0.9,0.2
681,-74.65,-96.50,-52.80,0,100,0,0,10.79,0.9,0.3
682,-76.04,-99.87,-52.20,0,99,0,1,6.45,0.8,0.1
683,-74.46,-99.91,-49.00,0,100,0,0,6.93,0.8,0.1
684,-73.63,-97.87,-49.40,0,100,0,0,5.03,1.0,0.1
685,-73.07,-99.53,-46.60,0,100,0,0,9.57,0.9,0.2
686,-72.79,-92.79,-52.80,0,100,0,0,8.78,1.1,0.3
687,-77.41,-99.21,-55.60,0,98,2,0,4.18,1.0,0.2
688,-71.50,-92.60,-50.40,0,100,0,0,6.11,1.1,0.4
689,-73.97,-91.34,-56.60,0,100,0,0,4.72,1.1,0.5
690,-75.99,-91.57,-60.40,0,100,0,0,3.20,1.1,0.3
691,-74.02,-89.03,-59.00,0,99,1,0,4.53,1.1,0.4
692,-74.58,-98.16,-51.00,0,100,0,0,9.44,1.0,0.2
693,-74.55,-99.50,-49.60,0,100,0,0,5.86,1.0,0.1
694,-78.46,-99.72,-57.20,0,99,1,0,5.81,0.8,0.2
695,-78.01,-99.82,-56.20,0,100,0,0,8.22,0.8,0.1
696,-75.43,-99.85,-51.00,0,100,0,0,5.34,0.9,0.2
697,-69.46,-91.32,-47.60,0,99,1,0,8.52,1.2,0.5
698,-78.41,-99.82,-57.00,0,100,0,0,2.56,0.8,0.1
699,-72.27,-94.13,-50.40,0,100,0,0,5.04,1.0,0.3
700,-75.34,-99.69,-51.00,0,100,0,0,10.08,0.9,0.2
701,-74.69,-99.59,-49.80,1,99,0,0,9.10,0.8,0.4
702,-70.76,-93.71,-47.80,0,99,1,0,9.54,1.1,0.4
703,-76.27,-96.95,-55.60,1,99,0,0,3.50,1.0,0.2
704,-76.56,-99.93,-53.20,0,100,0,0,5.52,0.8,0.2
705,-78.13,-95.05,-61.20,0,99,1,0,0.87,0.8,0.5
706,-73.17,-96.35,-50.00,0,100,0,0,12.52,0.9,0.5
707,-80.27,-98.94,-61.60,0,100,0,0,2.32,0.9,0.3
708,-71.67,-95.94,-47.40,0,100,0,0,6.33,1.1,0.3
709,-73.46,-96.92,-50.00,0,100,0,0,13.42,0.9,0.5
710,-76.01,-99.21,-52.80,0,99,1,0,3.09,0.8,0.3
711,-74.09,-98.39,-49.80,1,99,0,0,7.76,1.0,0.1
712,-76.59,-99.37,-53.80,0,100,0,0,4.92,1.0,0.2
713,-79.08,-98.15,-60.00,0,98,2,0,1.79,0.9,0.2
714,-70.68,-88.56,-52.80,0,100,0,0,7.69,1.2,0.4
715,-75.62,-96.64,-54.60,0,100,0,0,4.14,1.0,0.3
716,-72.25,-91.50,-53.00,0,100,0,0,7.66,1.0,0.4
717,-75.88,-97.77,-54.00,0,100,0,0,5.28,1.0,0.1
718,-78.60,-98.19,-59.00,0,100,0,0,7.35,1.0,0.2
719,-70.40,-93.21,-47.60,0,100,0,0,10.81,1.0,0.4
720,-74.17,-96.95,-51.40,0,100,0,0,10.62,0.9,0.4
721,-67.91,-85.02,-50.80,2,98,0,0,3.93,1.2,0.5
722,-72.27,-86.55,-58.00,1,99,0,0,3.91,1.1,0.4
723,-70.70,-88.61,-52.80,0,100,0,0,5.93,1.1,0.5
724,-77.27,-94.13,-60.40,0,99,1,0,4.41,0.9,0.4
725,-81.78,-98.95,-64.60,0,99,1,0,0.72,0.9,0.3
726,-69.92,-90.84,-49.00,0,100,0,0,7.89,1.2,0.4
727,-72.73,-95.07,-50.40,0,100,0,0,8.24,1.1,0.1
728,-71.94,-91.67,-52.20,0,100,0,0,5.60,1.1,0.4
729,-75.23,-99.46,-51.00,0,100,0,0,8.50,0.8,0.3
730,-70.50,-89.79,-51.20,0,100,0,0,8.57,1.1,0.5
731,-72.71,-92.02,-53.40,0,100,0,0,3.84,1.1,0.4
732,-73.79,-94.18,-53.40,0,100,0,0,6.97,1.0,0.4
733,-77.39,-94.97,-59.80,0,100,0,0,1.19,1.1,0.2
734,-74.23,-95.46,-53.00,0,99,1,0,6.89,1.0,0.4
735,-74.65,-97.70,-51.60,0,100,0,0,7.49,0.8,0.5
736,-77.33,-98.86,-55.80,0,99,1,0,1.83,0.9,0.2
737,-69.29,-88.39,-50.20,0,100,0,0,9.96,1.2,0.5
738,-69.22,-87.83,-50.60,0,100,0,0,7.50,1.1,0.4
739,-74.21,-98.42,-50.00,0,100,0,0,9.45,1.0,0.2
740,-75.57,-99.53,-51.60,0,100,0,0,8.58,0.9,0.3
741,-68.86,-88.51,-49.20,0,100,0,0,3.75,1.2,0.2
742,-76.15,-98.69,-53.60,0,100,0,0,7.52,0.9,0.3
743,-78.64,-99.68,-57.60,0,100,0,0,5.93,0.9,0.2
744,-73.62,-94.44,-52.80,0,100,0,0,9.00,1.0,0.3
745,-74.92,-99.44,-50.40,0,100,0,0,10.55,0.9,0.1
746,-72.52,-90.24,-54.80,0,100,0,0,3.31,1.1,0.4
747,-75.00,-99.80,-50.20,0,100,0,0,10.70,0.8,0.2
748,-75.64,-92.88,-58.40,0,100,0,0,2.58,1.0,0.3
749,-74.77,-93.13,-56.40,0,100,0,0,5.72,1.1,0.4
750,-69.83,-86.85,-52.80,0,100,0,0,4.69,1.1,0.5
751,-74.42,-93.04,-55.80,0,100,0,0,2.29,1.0,0.4
752,-74.62,-98.83,-50.40,0,100,0,0,9.49,0.8,0.3
753,-71.75,-90.30,-53.20,0,100,0,0,6.10,1.0,0.4
754,-80.06,-99.92,-60.20,0,99,1,0,1.74,0.8,0.1
755,-74.43,-94.25,-54.60,0,100,0,0,6.21,1.0,0.2
756,-76.58,-94.36,-58.80,0,100,0,0,3.70,1.1,0.3
757,-75.53,-95.86,-55.20,0,99,1,0,4.32,1.1,0.2
758,-74.21,-94.82,-53.60,0,100,0,0,2.84,1.1,0.3
759,-76.35,-99.10,-53.60,0,100,0,0,6.74,1.1,0.2
760,-70.00,-93.80,-46.20,0,100,0,0,9.09,1.1,0.2
761,-74.77,-98.33,-51.20,1,99,0,0,7.76,0.9,0.4
762,-75.76,-98.12,-53.40,0,100,0,0,2.22,1.0,0.1
763,-77.12,-99.64,-54.60,0,100,0,0,4.00,0.8,0.3
764,-71.63,-91.65,-51.60,0,100,0,0,4.71,1.0,0.5
765,-80.03,-99.66,-60.40,0,99,1,0,3.71,0.9,0.2
766,-72.79,-92.99,-52.60,0,100,0,0,5.10,1.0,0.4
767,-73.14,-97.49,-48.80,0,100,0,0,7.41,0.9,0.3
768,-74.41,-89.82,-59.00,0,99,1,0,3.75,1.1,0.2
769,-70.91,-92.62,-49.20,0,100,0,0,5.42,1.2,0.1
770,-75.95,-96.50,-55.40,0,100,0,0,5.45,1.0,0.1
771,-72.76,-94.92,-50.60,0,100,0,0,2.25,1.1,0.1
772,-74.99,-97.18,-52.80,0,100,0,0,9.09,0.9,0.3
773,-76.20,-99.00,-53.40,0,100,0,0,8.49,0.8,0.3
774,-75.83,-99.26,-52.40,0,100,0,0,5.02,0.9,0.2
775,-68.66,-89.32,-48.00,0,100,0,0,7.46,1.2,0.4
776,-70.91,-86.82,-55.00,0,100,0,0,3.83,1.2,0.3
777,-71.10,-91.79,-50.40,0,100,0,0,6.06,1.1,0.5
778,-70.89,-89.18,-52.60,0,100,0,0,3.33,1.1,0.4
779,-73.86,-88.52,-59.20,0,100,0,0,3.02,1.2,0.2
780,-70.87,-88.93,-52.80,0,100,0,0,4.28,1.1,0.2
781,-76.72,-99.83,-53.60,1,99,0,0,4.84,0.8,0.3
782,-74.48,-96.75,-52.20,0,100,0,0,8.07,1.1,0.1
783,-78.52,-92.64,-64.40,0,100,0,0,0.49,1.0,0.3
784,-72.43,-96.27,-48.60,0,100,0,0,4.80,1.0,0.3
785,-72.89,-96.19,-49.60,0,100,0,0,5.34,1.2,0.2
786,-70.24,-87.49,-53.00,0,98,2,0,4.44,1.2,0.4
787,-75.52,-99.03,-52.00,0,100,0,0,4.42,0.8,0.3
788,-71.47,-93.35,-49.60,0,100,0,0,7.44,1.1,0.2
789,-72.85,-92.90,-52.80,0,100,0,0,7.82,1.0,0.4
790,-80.27,-97.34,-63.20,0,99,1,0,5.27,0.8,0.5
791,-76.83,-99.85,-53.80,0,100,0,0,3.77,0.8,0.2
792,-73.84,-91.08,-56.60,0,100,0,0,2.44,1.1,0.4
793,-76.92,-98.63,-55.20,0,100,0,0,3.35,1.0,0.1
794,-76.64,-98.69,-54.60,0,100,0,0,4.34,0.9,0.4
795,-78.22,-99.23,-57.20,0,100,0,0,5.31,1.0,0.1
796,-81.72,-99.23,-64.20,0,100,0,0,1.28,0.8,0.3
797,-74.30,-99.40,-49.20,0,100,0,0,8.66,0.8,0.3
798,-72.21,-92.42,-52.00,0,100,0,0,11.10,1.1,0.1
799,-77.11,-98.81,-55.40,0,99,1,0,4.51,1.0,0.1
800,-74.97,-97.74,-52.20,0,100,0,0,5.26,1.0,0.4
801,-71.08,-91.76,-50.40,0,100,0,0,5.32,1.1,0.2
802,-73.00,-98.80,-47.20,1,99,0,0,8.30,1.0,0.2
803,-76.66,-99.51,-53.80,0,100,0,0,5.59,0.9,0.2
804,-70.68,-87.95,-53.40,0,100,0,0,2.78,1.1,0.5
805,-77.93,-96.46,-59.40,0,100,0,0,1.72,0.9,0.3
806,-72.34,-96.48,-48.20,1,99,0,0,13.35,1.0,0.5
807,-73.63,-90.26,-57.00,0,100,0,0,3.42,1.1,0.3
808,-72.82,-93.24,-52.40,0,100,0,0,8.05,1.0,0.4
809,-72.34,-95.28,-49.40,0,100,0,0,7.89,0.8,0.5
810,-73.71,-93.41,-54.00,0,99,1,0,3.97,1.1,0.2
811,-74.34,-94.68,-54.00,0,100,0,0,4.98,1.1,0.2
812,-69.78,-85.35,-54.20,0,100,0,0,4.09,1.1,0.5
813,-75.94,-99.87,-52.00,0,99,1,0,7.55,0.9,0.2
814,-71.85,-90.49,-53.20,0,100,0,0,4.30,1.2,0.3
815,-71.74,-94.88,-48.60,0,99,1,0,8.22,1.0,0.3
816,-74.20,-88.79,-59.60,0,100,0,0,3.95,1.2,0.4
817,-73.51,-99.82,-47.20,0,100,0,0,7.79,0.9,0.1
818,-76.04,-98.48,-53.60,0,99,1,0,5.55,1.0,0.1
819,-74.92,-96.24,-53.60,0,100,0,0,4.73,1.1,0.2
820,-73.10,-99.79,-46.40,0,100,0,0,15.09,0.9,0.2
821,-75.43,-94.05,-56.80,0,100,0,0,3.00,1.1,0.3
822,-75.75,-94.90,-56.60,0,100,0,0,5.83,1.1,0.2
823,-81.64,-97.88,-65.40,0,99,1,0,1.16,1.0,0.2
824,-75.26,-97.51,-53.00,1,99,0,0,6.85,1.0,0.2
825,-73.01,-98.82,-47.20,0,99,0,1,12.64,0.8,0.4
826,-74.18,-99.77,-48.60,0,99,1,0,5.71,1.0,0.3
827,-78.84,-99.87,-57.80,0,100,0,0,4.39,0.8,0.2
828,-70.82,-92.03,-49.60,0,100,0,0,12.73,1.2,0.4
829,-73.16,-98.31,-48.00,0,100,0,0,11.04,1.0,0.2
830,-77.06,-98.32,-55.80,0,99,1,0,4.36,0.9,0.3
831,-74.00,-92.59,-55.40,0,100,0,0,4.75,1.0,0.4
832,-70.74,-91.29,-50.20,0,99,1,0,13.87,1.1,0.4
833,-72.58,-94.37,-50.80,0,100,0,0,10.39,1.1,0.2
834,-69.50,-89.01,-50.00,0,99,1,0,5.10,1.1,0.5
835,-68.61,-84.21,-53.00,0,100,0,0,3.64,1.2,0.4
836,-73.89,-87.97,-59.80,0,97,3,0,2.60,1.1,0.4
837,-77.50,-93.99,-61.00,0,98,2,0,2.47,0.9,0.4
838,-81.35,-96.31,-66.40,2,95,3,0,0.93,0.9,0.3
839,-73.51,-89.62,-57.40,0,98,2,0,3.36,1.0,0.4
840,-73.84,-94.09,-53.60,0,98,2,0,8.24,1.0,0.3
841,-74.28,-94.36,-54.20,2,93,5,0,5.90,1.1,0.3
842,-70.01,-91.63,-48.40,0,98,2,0,5.44,1.2,0.2
843,-74.45,-98.30,-50.60,1,97,2,0,9.04,0.8,0.4
844,-76.67,-94.94,-58.40,0,91,9,0,5.52,1.1,0.3
845,-78.68,-91.96,-65.40,1,80,19,0,0.78,1.0,0.4
846,-74.20,-91.80,-56.60,0,90,9,1,5.72,1.1,0.2
847,-73.06,-91.13,-55.00,1,89,10,0,3.45,1.2,0.2
848,-71.19,-93.77,-48.60,1,89,10,0,7.78,1.0,0.4
849,-76.19,-97.79,-54.60,1,90,9,0,8.52,1.1,0.1
850,-74.60,-96.79,-52.40,0,93,7,0,8.61,0.9,0.3
851,-74.65,-94.49,-54.80,0,88,12,0,4.75,1.1,0.5
852,-81.72,-95.84,-67.60,0,74,26,0,1.30,1.0,0.3
853,-77.39,-88.98,-65.80,2,81,17,0,1.17,1.1,0.4
854,-75.01,-95.02,-55.00,1,90,9,0,5.97,1.0,0.3
855,-77.57,-99.94,-55.20,3,83,14,0,2.51,0.8,0.2
856,-74.34,-96.48,-52.20,0,91,9,0,9.66,1.0,0.3
857,-74.29,-93.98,-54.60,0,94,6,0,6.04,0.9,0.4
858,-81.15,-93.51,-68.80,2,83,14,1,0.85,1.0,0.4
859,-72.84,-86.89,-58.80,3,84,13,0,3.43,1.2,0.3
860,-75.02,-92.23,-57.80,2,91,7,0,3.22,1.2,0.4
861,-75.12,-89.85,-60.40,2,94,4,0,2.98,1.1,0.3
862,-77.13,-98.26,-56.00,0,88,12,0,4.23,0.9,0.3
863,-76.75,-95.09,-58.40,3,90,7,0,3.96,0.9,0.4
864,-73.68,-97.56,-49.80,0,95,5,0,6.92,0.9,0.3
865,-69.70,-86.40,-53.00,0,97,3,0,7.77,1.2,0.3
866,-73.91,-94.81,-53.00,2,92,6,0,3.44,1.1,0.3
867,-73.63,-96.85,-50.40,0,95,5,0,9.51,1.1,0.1
868,-82.84,-98.48,-67.20,2,88,10,0,2.10,0.9,0.2
869,-71.82,-87.63,-56.00,0,96,4,0,4.48,1.1,0.3
870,-71.86,-95.13,-48.60,1,97,2,0,8.22,1.1,0.1
871,-74.49,-93.38,-55.60,3,93,4,0,5.56,1.0,0.4
872,-74.28,-95.57,-53.00,0,97,3,0,4.55,1.1,0.2
873,-70.33,-91.86,-48.80,0,96,4,0,8.59,1.1,0.4
874,-73.43,-94.45,-52.40,1,97,1,1,8.92,1.0,0.2
875,-74.65,-99.90,-49.40,0,97,3,0,9.20,0.9,0.1
876,-74.24,-96.88,-51.60,0,98,2,0,6.53,0.9,0.4
877,-72.62,-93.85,-51.40,0,100,0,0,6.64,1.1,0.2
878,-69.28,-83.96,-54.60,1,99,0,0,2.95,1.1,0.4
879,-73.98,-94.76,-53.20,0,100,0,0,5.47,1.1,0.3
880,-73.84,-96.47,-51.20,1,99,0,0,9.95,1.0,0.3
881,-71.04,-87.09,-55.00,0,100,0,0,5.13,1.1,0.4
882,-75.57,-99.34,-51.80,1,98,1,0,6.40,1.0,0.1
883,-75.13,-97.06,-53.20,0,100,0,0,7.38,1.1,0.1
884,-74.99,-96.78,-53.20,0,100,0,0,7.20,0.9,0.3
885,-75.45,-98.10,-52.80,0,100,0,0,2.61,1.0,0.1
886,-70.17,-88.74,-51.60,1,99,0,0,3.13,1.2,0.4
887,-77.43,-92.27,-62.60,0,99,1,0,1.41,1.0,0.2
888,-77.03,-99.25,-54.80,0,99,1,0,3.19,0.9,0.2
889,-71.37,-93.13,-49.60,0,100,0,0,7.47,1.1,0.3
890,-70.70,-87.60,-53.80,0,100,0,0,7.42,1.2,0.3
891,-78.24,-99.08,-57.40,0,99,1,0,4.38,0.9,0.3
892,-72.66,-95.32,-50.00,0,100,0,0,5.78,0.9,0.5
893,-74.73,-98.86,-50.60,0,100,0,0,10.49,0.9,0.3
894,-73.33,-82.27,-64.40,0,100,0,0,0.99,1.0,0.4
895,-75.95,-99.10,-52.80,0,99,1,0,5.50,0.9,0.3
896,-74.46,-99.31,-49.60,0,100,0,0,6.50,1.0,0.3
897,-74.91,-99.62,-50.20,0,100,0,0,4.23,0.9,0.3
898,-69.50,-90.80,-48.20,0,100,0,0,7.90,1.1,0.4
899,-71.31,-91.23,-51.40,0,100,0,0,10.36,1.1,0.5
900,-76.29,-89.38,-63.20,0,100,0,0,2.51,1.0,0.3
901,-76.62,-96.83,-56.40,0,100,0,0,6.59,0.8,0.5
902,-79.62,-99.84,-59.40,0,100,0,0,4.72,0.8,0.1
903,-74.63,-99.05,-50.20,0,100,0,0,8.25,1.0,0.2
904,-73.27,-88.94,-57.60,0,100,0,0,2.46,1.2,0.3
905,-75.09,-96.98,-53.20,0,99,1,0,4.18,1.0,0.3
906,-74.33,-98.86,-49.80,0,100,0,0,10.82,0.9,0.3
907,-68.04,-86.09,-50.00,0,100,0,0,6.69,1.1,0.5
908,-73.18,-98.36,-48.00,0,100,0,0,7.66,1.1,0.1
909,-79.17,-99.75,-58.60,0,100,0,0,2.45,0.9,0.1
910,-68.04,-72.67,-63.40,0,99,1,0,0.54,1.2,0.4
911,-76.12,-96.64,-55.60,0,100,0,0,3.96,1.0,0.4
912,-75.38,-99.76,-51.00,0,100,0,0,4.37,0.9,0.1
913,-77.18,-98.35,-56.00,0,100,0,0,1.79,0.9,0.3
914,-74.76,-96.93,-52.60,0,100,0,0,4.55,1.1,0.2
915,-72.04,-94.49,-49.60,0,100,0,0,10.01,1.1,0.2
916,-70.83,-85.87,-55.80,0,100,0,0,3.35,1.2,0.2
917,-79.66,-94.73,-64.60,0,100,0,0,1.54,0.9,0.3
918,-71.51,-88.83,-54.20,1,99,0,0,2.33,1.0,0.4
919,-72.18,-94.37,-50.00,0,100,0,0,8.95,1.1,0.3
920,-68.77,-88.13,-49.40,0,100,0,0,7.31,1.1,0.4
921,-72.56,-93.13,-52.00,0,100,0,0,8.43,1.1,0.1
922,-78.09,-97.38,-58.80,0,100,0,0,4.27,0.9,0.4
923,-73.00,-98.80,-47.20,0,100,0,0,13.55,1.1,0.2
924,-75.14,-97.29,-53.00,0,99,1,0,7.47,0.9,0.4
925,-73.98,-95.55,-52.40,0,100,0,0,8.27,1.1,0.1
926,-69.82,-75.85,-63.80,1,99,0,0,1.36,1.2,0.2
927,-80.01,-97.41,-62.60,0,100,0,0,2.11,0.9,0.4
928,-76.16,-99.73,-52.60,0,100,0,0,12.94,0.9,0.1
929,-71.52,-85.44,-57.60,0,100,0,0,3.27,1.1,0.4
930,-72.54,-94.68,-50.40,0,100,0,0,4.92,1.1,0.3
931,-77.34,-98.08,-56.60,1,99,0,0,2.09,0.9,0.3
932,-75.94,-99.69,-52.20,0,100,0,0,4.96,0.9,0.2
933,-71.07,-84.74,-57.40,0,100,0,0,1.72,1.2,0.4
934,-75.80,-92.81,-58.80,1,99,0,0,5.64,1.2,0.1
935,-74.80,-98.60,-51.00,0,100,0,0,11.52,1.0,0.2
936,-77.84,-95.49,-60.20,0,100,0,0,2.04,1.0,0.2
937,-81.79,-96.78,-66.80,0,100,0,0,1.61,0.9,0.4
938,-78.17,-97.35,-59.00,0,100,0,0,7.26,1.1,0.2
939,-79.57,-87.73,-71.40,0,100,0,0,0.34,0.9,0.4
940,-71.73,-80.47,-63.00,0,100,0,0,1.12,1.2,0.4
941,-77.55,-98.29,-56.80,0,100,0,0,3.89,0.9,0.4
942,-75.44,-97.28,-53.60,0,100,0,0,6.59,1.1,0.2
943,-77.28,-96.56,-58.00,0,100,0,0,4.36,0.9,0.4
944,-76.02,-95.84,-56.20,0,100,0,0,3.12,1.1,0.2
945,-72.06,-91.13,-53.00,0,100,0,0,5.27,1.1,0.4
946,-76.41,-99.62,-53.20,0,99,1,0,4.57,0.8,0.3
947,-73.67,-98.55,-48.80,0,100,0,0,7.29,0.9,0.4
948,-75.26,-97.92,-52.60,0,100,0,0,6.05,1.0,0.2
949,-71.79,-90.58,-53.00,0,100,0,0,4.30,1.1,0.4
950,-72.28,-94.55,-50.00,0,100,0,0,4.19,1.1,0.1
951,-76.70,-98.19,-55.20,0,100,0,0,2.74,0.8,0.4
952,-71.49,-85.79,-57.20,0,100,0,0,2.02,1.1,0.4
953,-72.91,-95.21,-50.60,0,100,0,0,7.20,1.1,0.1
954,-79.36,-99.72,-59.00,0,100,0,0,1.86,0.9,0.1
955,-76.67,-99.55,-53.80,0,100,0,0,6.89,0.8,0.4
956,-78.77,-97.75,-59.80,0,98,2,0,5.37,0.8,0.4
957,-83.18,-97.37,-69.00,0,99,1,0,0.37,0.9,0.4
958,-70.93,-88.46,-53.40,0,100,0,0,6.64,1.1,0.5
959,-71.67,-91.93,-51.40,0,100,0,0,3.80,1.0,0.5
960,-72.72,-96.23,-49.20,0,100,0,0,10.49,1.1,0.5
961,-69.35,-90.10,-48.60,0,100,0,0,6.55,1.1,0.4
962,-70.97,-93.94,-48.00,0,100,0,0,9.73,1.1,0.3
963,-71.57,-92.13,-51.00,0,100,0,0,5.90,1.2,0.3
964,-75.95,-96.90,-55.00,0,100,0,0,8.55,0.9,0.5
965,-73.67,-94.74,-52.60,0,100,0,0,6.52,0.9,0.4
966,-71.48,-93.35,-49.60,0,100,0,0,6.69,1.0,0.3
967,-78.05,-99.91,-56.20,0,100,0,0,4.46,0.8,0.1
968,-71.45,-94.29,-48.60,0,100,0,0,8.11,1.1,0.2
969,-73.16,-94.51,-51.80,0,100,0,0,6.89,1.2,0.1
970,-73.87,-91.34,-56.40,0,98,2,0,5.02,1.2,0.3
971,-77.16,-93.53,-60.80,1,99,0,0,1.64,1.0,0.4
972,-71.99,-96.19,-47.80,0,100,0,0,8.91,1.1,0.2
973,-72.75,-88.09,-57.40,0,100,0,0,2.30,1.1,0.2
974,-71.54,-92.29,-50.80,0,100,0,0,8.23,1.2,0.2
975,-74.45,-99.90,-49.00,0,100,0,0,5.64,0.9,0.1
976,-73.07,-90.53,-55.60,0,100,0,0,2.64,1.2,0.1
977,-75.14,-97.29,-53.00,0,100,0,0,8.23,1.0,0.3
978,-72.11,-95.21,-49.00,0,100,0,0,7.98,0.9,0.5
979,-74.93,-99.86,-50.00,0,100,0,0,10.98,0.8,0.2
980,-74.15,-91.31,-57.00,0,100,0,0,2.21,1.0,0.4
981,-78.12,-99.84,-56.40,0,100,0,0,7.32,0.9,0.1
982,-70.76,-91.52,-50.00,0,99,1,0,6.18,1.2,0.2
983,-74.32,-98.64,-50.00,0,100,0,0,3.79,1.0,0.1
984,-72.47,-98.34,-46.60,0,100,0,0,12.14,0.9,0.4
985,-73.70,-98.01,-49.40,0,100,0,0,7.14,1.1,0.3
986,-75.98,-99.56,-52.40,0,100,0,0,6.06,0.8,0.3
987,-69.70,-88.39,-51.00,0,100,0,0,10.20,1.2,0.5
988,-73.91,-89.42,-58.40,0,100,0,0,1.05,1.0,0.4
989,-75.06,-91.71,-58.40,0,100,0,0,2.94,1.1,0.3
990,-74.59,-97.59,-51.60,0,99,1,0,5.91,0.9,0.4
991,-78.85,-99.90,-57.80,0,100,0,0,3.19,0.8,0.1
992,-74.16,-99.53,-48.80,0,100,0,0,7.53,1.0,0.1
993,-73.46,-99.13,-47.80,0,100,0,0,6.43,0.9,0.2
994,-72.66,-93.92,-51.40,0,100,0,0,7.30,1.1,0.5
995,-72.61,-95.82,-49.40,0,100,0,0,13.48,1.1,0.4
996,-78.20,-99.60,-56.80,0,100,0,0,3.16,0.8,0.3
997,-80.20,-97.60,-62.80,0,100,0,0,1.57,0.9,0.3
998,-73.84,-97.89,-49.80,0,100,0,0,7.31,0.9,0.3
999,-75.50,-99.80,-51.20,0,100,0,0,3.85,0.8,0.2
1000,-79.23,-87.47,-71.00,0,100,0,0,0.90,1.0,0.4
